First,Last,Height,Weight,Reach,Stance,Birth,SLpM,Str. Acc., SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,Wins,Losses,Draws, Last_3_W, Last_3_L, W_Streak, L_Streak, KOs, Subs, UFC_Fights, Fight_Time,
Hannah,Goldy,"5'4""",125lbs.,"61""",Orthodox,May18 1992,6.53,46,3.9,55,0,0,66,0,5,1,0,0,1,0,1,0,0,15,1,
Marcelo,Golm,"6'3""",249lbs.,"75""",Orthodox,Sep15 1992,4.27,58,4.3,45,0.45,50,87,0.5,6,3,0,0,3,0,3,1,1,33.23,4,
Sergio,Gomez,"5'6""",155lbs.,--,Orthodox,Apr29 1982,1.5,42,1.16,56,2.57,66,31,0,10,3,0,0,2,0,2,0,1,23.33,2,
Frank,Gomez,"5'10""",135lbs.,"67""",Orthodox,Mar31 1986,1.52,48,0.79,66,1.14,60,70,0.8,10,4,0,2,1,0,1,0,2,39.35,4,
Alan,Gomez,--,155lbs.,--,,--,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,15,1,
David,Gomez,--,155lbs.,--,,Aug08 1983,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,15,1,
Ulysses,Gomez,"5'6""",125lbs.,"66""",Orthodox,May25 1983,2.72,25,3.57,68,0,0,0,0,9,4,0,0,2,0,2,1,0,18.77,2,
Joey,Gomez,"5'10""",155lbs.,"71""",Orthodox,Aug29 1989,2.93,35,4.03,53,1.15,37,50,0,7,1,0,0,2,0,2,1,0,24.22,2,
Luis,Gomez,"5'7""",145lbs.,"68""",Orthodox,Jan28 1995,1.57,33,4.03,55,4.48,50,33,0,4,1,0,0,0,0,0,0,0,0,0,
Silvana,Juarez,"5'3""",125lbs.,--,Orthodox,Jun12 1984,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,
Takanori,Gomi,"5'7""",155lbs.,"70""",Southpaw,Sep22 1978,3.81,41,3.52,60,1.23,65,63,0.8,35,14,0 (1 NC),0,3,0,5,13,9,192.4,29,
Akihiro,Gono,"5'7""",170lbs.,"68""",Switch,Oct07 1974,2.18,48,2.67,63,1.01,84,46,0.5,32,16,7,1,2,1,0,2,4,132.68,13,
Gabriel,Gonzaga,"6'2""",242lbs.,"76""",Orthodox,May18 1979,2.12,45,2.94,57,2.8,39,66,1.1,17,11,0,1,2,0,1,16,4,149.77,23,
Justin,Gonzales,"5'9""",145lbs.,"72""",Orthodox,Apr28 1991,6.67,80,0.87,43,14,73,100,0,9,0,0,0,0,0,0,0,0,0,0,
Fernando,Gonzalez,"5'9""",170lbs.,"68""",Southpaw,Sep15 1983,4.18,44,4.22,65,0.6,25,43,1.5,19,11,0,0,3,0,3,1,0,38.58,3,
Nick,Gonzalez,"5'6""",155lbs.,--,Orthodox,Mar03 1981,0.59,20,2.35,33,0,0,50,0,17,9,0 (1 NC),0,2,0,2,0,2,2.78,2,
Fabian,Gonzalez,"5'10""",135lbs.,--,,--,3.9,48,4.39,51,0,0,66,0,2,1,0,0,0,0,0,0,0,0,0,
Lewis,Gonzalez,"5'10""",170lbs.,"73""",Orthodox,Sep19 1987,1.4,37,1.87,41,2,33,62,0,10,2,0,0,1,0,1,0,0,15,1,
Jason,Gonzalez,"6'2""",155lbs.,"74""",Southpaw,Feb28 1990,3.06,39,3.13,58,0,0,30,1,11,5,0,1,2,0,2,1,3,15.03,4,
Pearl,Gonzalez,"5'4""",115lbs.,"68""",Orthodox,Aug12 1986,2.23,37,4.07,57,1.04,11,0,0.5,6,3,0,0,2,0,2,0,1,28.75,2,
Kier,Gooch,--,155lbs.,--,,Apr21 1986,0,0,0,0,0,0,0,0,2,7,0,0,1,0,1,0,1,1.97,1,
Lyman,Good,"6'0""",170lbs.,"74""",Orthodox,May26 1985,5.18,48,4.14,66,0.54,100,72,0,20,5,0 (1 NC),1,2,0,1,2,1,27.78,4,
Gary,Goodridge,"6'3""",249lbs.,--,Orthodox,Jan17 1966,1.84,56,2.14,48,0.4,100,53,0.8,23,22,1,0,3,0,3,19,7,123.43,30,
Jordan,Goodwin,--,155lbs.,--,,--,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15,1,
Gerard,Gordeau,"6'5""",216lbs.,--,Orthodox,Mar30 1959,0,0,0,0,0,0,0,0,2,2,0,2,1,2,0,2,1,3.15,3,
Eddie,Gordon,"6'0""",185lbs.,"76""",Orthodox,Jul22 1983,2.03,32,2.57,60,1.93,83,63,0,8,4,0,0,3,0,3,2,1,38.93,4,
Jared,Gordon,"5'9""",155lbs.,"68""",Orthodox,Sep06 1988,6.29,54,3.81,59,3.05,39,50,0,15,3,0,1,2,1,0,3,0,54.02,5,
Tebaris,Gordon,"6'1""",265lbs.,"78""",Orthodox,Jul19 1988,3.53,16,49.41,22,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,
Alex,Gorgees,"6'2""",155lbs.,"74""",Switch,Aug11 1995,0.67,32,2.27,38,0,0,54,0,7,1,0,0,1,0,1,0,0,15,1,
Tim,Gorman,"5'5""",135lbs.,"68""",Southpaw,Apr29 1983,2.73,31,5.57,46,1,9,33,0,9,4,0,0,2,0,2,0,0,30,2,
Chase,Gormley,"6'3""",265lbs.,--,Orthodox,--,3.6,42,6.03,44,3.12,42,0,1,7,4,0 (1 NC),0,2,0,2,1,1,4.85,2,
Jonathan,Goulet,"6'0""",170lbs.,"73""",Orthodox,Jul13 1979,1.61,41,2,46,4.17,70,45,0.6,23,12,0 (1 NC),1,2,0,2,6,2,50.42,9,
Thibault,Gouti,"5'10""",155lbs.,"72""",Orthodox,Feb27 1987,3.68,34,5.64,50,1.23,80,83,0.3,12,5,0,1,2,0,2,2,2,48.93,6,
Wilson,Gouveia,"6'1""",185lbs.,"76""",Orthodox,Oct03 1978,3.02,39,4.06,56,0.9,66,57,2.2,12,8,0,1,2,0,2,5,4,66.58,10,
Todd,Gouwenberg,"6'1""",205lbs.,--,Orthodox,Sep25 1974,0.52,23,2.93,42,1.57,33,50,0,9,5,0,0,1,0,1,1,0,9.57,1,
Hugo,Govea,--,--,--,,--,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1.52,1,
Justin,Governale,--,145lbs.,--,,--,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,
Damian,Grabowski,"6'1""",241lbs.,"75""",Orthodox,May12 1980,4,36,7.65,51,0,0,0,0,20,5,0,0,3,0,3,2,0,17.52,3,
Royce,Gracie,"6'1""",175lbs.,--,Southpaw,Dec12 1966,0.88,41,1.13,37,0,0,66,0.8,14,2,3,1,1,1,0,3,10,92.52,17,
Crosley,Gracie,"5'9""",190lbs.,--,Orthodox,Jul18 1979,1.69,37,1.54,60,3.46,85,50,0.6,2,2,0,1,1,0,1,0,1,16.03,2,
Daniel,Gracie,"6'2""",225lbs.,--,Orthodox,--,1.9,38,1.33,59,0.36,100,80,2.1,5,4,1,2,1,1,0,0,1,32.2,3,
Ralph,Gracie,"5'9""",183lbs.,--,Orthodox,--,0.86,37,1.72,31,0,0,25,4,6,1,0,1,1,0,1,1,0,10.1,2,
Renzo,Gracie,"5'10""",185lbs.,--,Orthodox,Mar11 1967,1.71,41,1.67,55,1.13,20,40,0.8,14,6,1 (1 NC),1,2,0,1,2,2,135.77,11,
Rickson,Gracie,"5'10""",185lbs.,--,Switch,Nov20 1958,0,0,0,0,0,0,0,0,11,0,0,2,0,2,0,0,2,14.28,2,
Rodrigo,Gracie,"6'0""",183lbs.,--,Orthodox,Apr11 1975,1.34,51,0.86,46,1.49,50,75,0.4,6,2,1,2,1,0,1,0,1,60.47,5,
Royler,Gracie,"5'8""",150lbs.,--,Southpaw,Dec06 1965,0,0,0,0,0,0,0,0,5,5,1,1,1,0,1,0,2,9.5,2,
Ryan,Gracie,"5'9""",200lbs.,--,Orthodox,Aug14 1974,0.82,61,0.5,40,2.83,75,25,0.9,5,2,0,3,0,4,0,3,2,35.9,7,
Ralek,Gracie,"6'2""",210lbs.,--,Orthodox,Oct04 1985,1.61,46,1.05,55,2.5,75,0,1.7,3,1,0,2,0,2,0,0,1,18.03,2,
Rolles,Gracie,"6'4""",242lbs.,--,Orthodox,Jul14 1978,2.3,32,3.38,55,2.3,10,0,0,5,1,0,0,1,0,1,1,0,6.52,1,
Cesar,Gracie,"5'10""",181lbs.,--,Orthodox,--,0,0,17.14,50,0,0,0,0,0,1,0,0,1,0,1,1,0,0.35,1,
Roger,Gracie,"6'4""",185lbs.,"79""",Orthodox,Sep26 1981,1.78,35,1.79,61,1.87,53,60,1.9,6,2,0,2,1,0,1,1,3,56.3,6,
Igor,Gracie,"5'11""",170lbs.,--,,Feb04 1980,1.86,60,0.99,50,3.72,50,0,3.7,4,2,0,1,0,1,0,0,1,8.07,1,
Neiman,Gracie,"6'0""",170lbs.,--,,--,0.77,100,0.38,75,5.77,100,0,5.8,6,0,0,0,0,0,0,0,0,0,0,
Kron,Gracie,"5'9""",145lbs.,"70""",Southpaw,Jul11 1988,0.95,20,1.9,71,7.14,50,0,7.1,5,0,0,1,0,1,0,0,1,2.1,2,
Steven,Graham,"6'1""",290lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,1,1,4.72,2,
Scott,Graham,"6'4""",185lbs.,--,Orthodox,--,0.91,42,2.27,28,0,0,0,0,3,1,0,2,1,1,0,1,1,29.22,3,
Miranda,Granger,"5'7""",125lbs.,"68""",Orthodox,Apr13 1992,4.07,42,3.67,66,0,0,0,0,7,0,0,1,0,1,0,0,0,15,1,
TJ,Grant,"5'10""",155lbs.,"72""",Orthodox,Feb26 1984,3.95,54,3.21,56,1.63,43,36,0.6,21,5,0,3,0,5,0,3,1,129.12,11,
Davey,Grant,"5'8""",135lbs.,"69""",,Dec18 1985,3.6,53,1.41,68,1.25,30,64,0,10,4,0,1,2,0,2,0,3,36.08,5,
Dwight,Grant,"6'1""",170lbs.,"76""",Switch,Sep14 1984,2.87,36,1.92,71,0.36,100,78,0,10,2,0,2,1,2,0,1,0,34.98,3,
Alexa,Grasso,"5'5""",115lbs.,"66""",Orthodox,Aug09 1993,5.25,41,3.61,63,0.19,33,63,0.6,11,3,0,1,2,0,1,0,1,77.73,6,
Tony,Gravely,"5'5""",135lbs.,--,Orthodox,Sep28 1991,5.95,59,1.22,66,3.67,60,66,2.5,18,5,0,0,0,0,0,0,0,0,0,
Michael,Graves,"5'10""",170lbs.,"71""",,Jan08 1991,1.25,54,1.47,58,4.8,52,66,0.4,6,0,1,2,0,2,0,0,1,37.52,3,
Shelton,Graves,"6'2""",255lbs.,"76""",Southpaw,Oct23 1985,2.19,69,0.81,33,4.86,57,0,0,7,3,0,0,0,0,0,0,0,0,0,
James,Gray,"5'9""",135lbs.,--,Orthodox,Oct25 1987,2.61,50,18.26,44,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,
Kevin,Gray,"5'4""",125lbs.,"67""",Orthodox,May03 1985,3.45,62,4.48,66,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,
Sam,Greco,"6'2""",205lbs.,--,Orthodox,May03 1967,2.4,75,1.33,53,0,0,25,1,3,1,1,0,1,0,1,0,0,15,1,
Bobby,Green,"5'10""",155lbs.,"71""",Orthodox,Sep09 1986,5.11,49,3.87,62,1.03,25,75,0.3,24,9,1,1,1,0,1,2,4,196.37,17,
Desmond,Green,"5'10""",155lbs.,"73""",Southpaw,Oct11 1989,3.7,46,2.51,69,1.62,50,75,0,23,8,0,2,1,2,0,1,0,92.87,7,
Maurice,Greene,"6'7""",258lbs.,"80""",,Jul05 1986,5.56,44,4.07,54,0,0,66,0.7,8,3,0,3,0,3,0,1,1,20.87,4,
Matt,Grice,"5'8""",145lbs.,"70""",Orthodox,Jul29 1981,4.09,53,2.69,56,2.19,37,82,0.5,15,5,0,1,2,0,1,2,2,61.65,7,
Forrest,Griffin,"6'3""",205lbs.,"77""",Orthodox,Mar16 1979,4.38,36,2.81,61,1.05,48,57,0.7,19,7,0,2,1,1,0,7,3,185.47,18,
Tyson,Griffin,"5'6""",145lbs.,"68""",Orthodox,Apr20 1984,3.71,41,2.3,65,1.87,46,59,0.9,15,6,0,1,2,0,1,4,1,168.03,15,
Max,Griffin,"5'11""",170lbs.,"76""",Orthodox,Nov29 1985,4.08,50,3.89,52,1.53,47,61,0.7,15,6,0,1,2,1,0,2,0,88.2,8,
Jordan,Griffin,"5'10""",145lbs.,"73""",Southpaw,Feb28 1990,3.15,46,2.71,52,0.44,25,60,1.8,17,7,0,0,2,0,2,0,0,30,2,
Chad,Griggs,"6'1""",205lbs.,"73""",Orthodox,May15 1978,2.67,50,2.22,46,1.51,66,41,0,11,3,0,1,2,0,2,3,2,19.83,5,
Chuck,Grigsby,"6'6""",205lbs.,--,Orthodox,--,0.71,16,3.29,46,0,0,66,0,19,8,0,0,1,0,1,1,0,4.25,1,
Rodrigo,Gripp de Sousa,"5'11""",205lbs.,--,Orthodox,--,0.48,23,4.81,52,0,0,0,9.6,7,9,0,0,1,0,1,1,0,6.23,1,
Josh,Grispi,"5'11""",145lbs.,"74""",Orthodox,Oct14 1988,1.44,41,3.71,50,1.97,36,16,2.2,14,5,0,0,3,0,4,2,4,53.33,8,
Garrett,Gross,"5'9""",155lbs.,"69""",Orthodox,Aug08 1988,2.39,45,1.67,46,0,0,52,0,11,6,0,0,0,0,0,0,0,0,0,
Kendall,Grove,"6'6""",185lbs.,"79""",Orthodox,Nov12 1982,2.31,41,2.4,54,0.49,45,56,1.7,13,10,0 (1 NC),1,2,0,2,5,2,123.12,13,
Neil,Grove,"6'6""",265lbs.,--,Orthodox,Jan18 1971,0,0,0,0,0,0,100,14.3,11,5,1,0,1,0,1,0,1,1.05,1,
Chris,Gruetzemacher,"5'8""",155lbs.,"68""",Orthodox,Jun16 1986,7.12,58,5.09,56,0,0,62,0,14,3,0,1,2,1,0,2,2,47.85,5,
Vik,Grujic,"5'11""",170lbs.,"73""",Orthodox,Feb06 1977,2.24,48,3.39,41,1.18,33,26,0.4,7,6,0,1,2,0,2,2,0,38.02,4,
Mike,Grundy,"5'7""",145lbs.,"72""",Orthodox,Jan03 1987,3.4,58,2.27,76,1.55,33,100,0,12,1,0,1,0,1,0,1,0,9.7,1,
Wang,Guan,"5'9""",145lbs.,"71""",Orthodox,Mar14 1986,4.73,43,3.27,60,0,0,0,0,20,1,1,1,0,1,0,0,0,15,1,
Nandor,Guelmino,"6'3""",230lbs.,"76""",,Dec20 1975,3.62,56,3.16,33,0,0,42,0,11,5,1,0,2,0,2,1,1,15.48,2,
Fabricio,Guerreiro,"5'10""",145lbs.,--,,Jul24 1990,1.87,31,2.2,67,2,50,0,0,21,5,0 (1 NC),0,0,0,0,0,0,0,0,
Shannon,Gugerty,"5'10""",155lbs.,"71""",Orthodox,Dec30 1981,1.25,39,1.88,58,2.13,27,50,3.4,14,6,0,1,2,0,2,0,5,35.15,5,
Clay,Guida,"5'7""",155lbs.,"70""",Orthodox,Dec08 1981,2.45,33,2.46,65,3.32,37,69,0.7,35,16,0,1,2,0,1,4,10,385.23,31,
Jason,Guida,"5'10""",214lbs.,--,,Aug04 1977,0,0,0,0,0,0,0,0,19,28,0 (2 NC),0,0,0,0,0,0,0,0,
Melvin,Guillard,"5'9""",155lbs.,"68""",Orthodox,Mar30 1983,2.96,40,1.85,66,1.3,63,61,0.2,48,15,3 (2 NC),1,1,0,1,9,6,146.3,22,
Chris,Guillen,"6'0""",240lbs.,--,Orthodox,Dec09 1972,0.82,27,1.91,36,0,0,0,0,13,12,0,0,1,0,1,1,0,3.67,1,
Marcelo,Guimaraes,"6'0""",185lbs.,"73""",Orthodox,Jun25 1983,4.67,51,4.41,62,1.99,13,0,0,9,2,1,1,2,0,1,2,0,45.15,4,
Leonardo,Augusto Leleco,"6'0""",185lbs.,"73""",Orthodox,Apr15 1982,2.35,56,2.99,44,0,0,52,1,11,3,0 (1 NC),0,2,0,2,0,1,29.77,2,
Brad,Gumm,"5'11""",170lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,10,6,1 (1 NC),0,1,0,1,0,0,20,2,
John,Gunderson,"5'9""",155lbs.,"69""",Orthodox,Jan05 1979,1.04,27,1.71,58,1.67,33,11,2,32,12,2,1,2,0,1,0,0,45,3,
John,Gunther,"5'9""",155lbs.,"72""",Orthodox,Nov24 1985,1.65,37,3.72,46,7.08,42,0,0,7,2,0,1,1,0,1,0,1,16.95,2,
Jorge,Gurgel,"5'7""",155lbs.,"69""",Orthodox,Jan25 1977,3.37,32,3.62,62,0.81,23,60,0.5,14,9,0,1,2,0,2,1,2,170.85,13,
Fabio,Gurgel,"6'0""",205lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,3,2,0,0,1,0,1,0,0,1,1,
Andre,Gusmao,"6'0""",205lbs.,--,Orthodox,May19 1977,2.79,43,3.28,60,0,0,60,0,6,3,0,0,2,0,2,1,0,18.28,2,
Alexander,Gustafsson,"6'5""",205lbs.,"79""",Orthodox,Jan15 1987,4.02,40,3.44,51,1.56,39,85,0.4,18,6,0,1,2,0,2,7,4,182.85,16,
Justin,Guthrie,"6'1""",170lbs.,--,,Jan19 1981,0.16,33,3.74,14,2.44,25,0,4.9,18,9,0,0,0,0,0,0,0,0,0,
Horacio,Gutierrez,"5'10""",145lbs.,"69""",,Sep15 1990,0.86,26,2.91,46,0,0,50,0,3,3,0,0,2,0,2,1,0,17.53,2,
Chris,Gutierrez,"5'9""",135lbs.,"67""",Orthodox,Apr22 1991,3.65,55,2.3,64,0.38,33,66,0,14,3,0 (1 NC),2,1,2,0,0,1,39.2,3,
Mike,Guymon,"6'0""",170lbs.,"74""",Orthodox,Sep17 1974,2.75,65,0.79,66,1.87,37,54,1.2,12,5,1,1,2,0,2,0,3,24.03,4,
Keith,Hackney,"5'11""",200lbs.,--,Sideways,--,0,0,0,0,0,0,0,0,2,2,0,1,2,0,1,1,3,12.9,4,
Steve,Hadsel,"5'8""",170lbs.,--,,--,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0.28,1,
Damir,Hadzovic,"5'9""",155lbs.,"70""",Orthodox,Aug08 1986,3,46,3,66,0.68,60,40,0.2,13,5,0,2,1,0,1,3,0,65.9,6,
Tim,Hague,"6'4""",260lbs.,"76""",Orthodox,May09 1983,2.79,47,4.14,46,1.72,33,85,0.9,13,5,0,0,3,0,4,2,1,34.8,5,
Yazan,Hajeh,"5'9""",145lbs.,"73""",Orthodox,Sep04 1992,1.54,25,17.44,44,0,0,100,0,6,1,0,0,0,0,0,0,0,0,0,
Stoney,Hale,"6'0""",--,--,,Oct18 1979,0,0,0,0,0,0,0,0,4,2,0,1,0,1,0,0,0,15,1,
Kevin,Haley,"6'2""",205lbs.,--,,--,0.87,59,0.87,64,3,100,0,2,6,4,0,0,0,0,0,0,0,0,0,
Mark,Hall,"6'0""",190lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,5,6,0,1,2,1,0,4,3,12.4,7,
Uriah,Hall,"6'0""",185lbs.,"79""",Orthodox,Jul31 1984,3.31,50,3.57,53,0.75,38,69,0.2,16,9,0,2,1,2,0,9,0,139.45,15,
Ryan,Hall,"5'10""",145lbs.,"70""",,Feb22 1985,2.32,43,0.96,75,0.31,16,0,0.9,8,1,0,3,0,4,0,0,1,47.77,4,
Dennis,Hallman,"5'9""",155lbs.,"72""",Orthodox,Dec02 1975,1.12,44,1.96,43,1.79,30,25,2.1,67,14,2 (1 NC),2,1,1,0,5,4,89.53,12,
Piotr,Hallmann,"5'9""",155lbs.,"71""",Orthodox,Aug25 1987,3.98,45,3.17,58,2.55,44,70,0.4,15,5,0,0,3,0,3,2,2,70.6,6,
Tony,Halme,"6'3""",300lbs.,--,Orthodox,Jan06 1963,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,1,0.93,1,
Brandon,Halsey,"6'0""",185lbs.,--,,Sep16 1986,1.74,47,0.87,65,4.98,53,100,1.2,9,3,0,0,0,0,0,0,0,0,0,
John,Halverson,"5'9""",155lbs.,--,Southpaw,Sep08 1972,2.94,43,5.29,47,0,0,66,2,16,7,0 (1 NC),0,2,0,2,1,0,15.32,2,
Seohee,Ham,"5'2""",115lbs.,"62""",Southpaw,Mar08 1987,4.2,39,5.15,61,0,0,66,0.2,16,8,0,1,2,0,2,0,0,60,4,
Frank,Hamaker,--,--,--,,--,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,4.87,1,
Kazuhiro,Hamanaka,"6'0""",185lbs.,--,Southpaw,Oct24 1978,1.7,37,0.91,60,0,0,50,0,5,7,1,1,1,0,1,1,0,22.62,2,
Matt,Hamill,"6'1""",205lbs.,"76""",Orthodox,Oct05 1976,3.69,42,3.8,61,3,34,91,0,12,5,0,1,2,0,1,7,0,154.85,15,
Jeremy,Hamilton,--,185lbs.,--,,Nov14 1984,0,0,0,0,0,0,0,0,8,1,0,0,1,0,1,0,0,15,1,
Anthony,Hamilton,"6'5""",260lbs.,"76""",Orthodox,Apr14 1980,3.91,65,3.02,45,2.62,42,78,0,15,9,0,0,3,0,4,5,2,62.88,10,
CJ,Hamilton,"5'7""",125lbs.,"68""",Switch,Oct07 1986,2.47,31,3.93,58,0,0,62,0,11,4,0,0,0,0,0,0,0,0,0,
Jared,Hamman,"6'3""",185lbs.,"75""",Orthodox,Mar07 1982,5.15,42,3.93,55,1.57,46,30,0,13,6,0,0,3,0,3,5,1,57.32,8,
James,Hammortree,"6'3""",185lbs.,--,Orthodox,Nov29 1983,1.93,30,4.13,44,2,50,100,1,6,2,0,0,1,0,1,0,0,15,1,
Dean,Hancock,--,155lbs.,--,,--,7.97,63,1.94,67,1.71,33,75,1.7,2,1,0,0,0,0,0,0,0,0,0,
Joachim,Hansen,"5'7""",150lbs.,--,Southpaw,May26 1979,2.01,43,2.04,58,2.21,58,34,1.9,22,11,1,2,1,0,1,4,6,121.22,16,
Nasrat,Haqparast,"5'10""",155lbs.,"72""",Southpaw,Aug22 1995,5.24,46,3.2,75,0.3,25,78,0,11,2,0,3,0,3,0,1,0,50.6,4,
Janay,Harding,--,135lbs.,--,,--,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,
Antoni,Hardonk,"6'4""",245lbs.,"78""",Orthodox,Feb05 1976,3.4,61,3.07,46,0,0,40,0.9,8,6,0,1,2,0,2,6,1,51.2,8,
Dan,Hardy,"6'0""",170lbs.,"74""",Orthodox,May17 1982,2.46,35,3.44,51,0.73,35,35,0.4,25,10,0 (1 NC),2,1,2,0,3,1,123.72,10,
Greg,Hardy,"6'5""",265lbs.,"80""",Orthodox,Jul28 1988,8.46,60,1.88,63,0,0,83,0,5,1,0,2,1,2,0,2,0,10.47,4,
Baru,Harn,--,265lbs.,--,,--,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,1,4.65,1,
Scott,Harper,"6'0""",185lbs.,--,Orthodox,Apr14 1972,1.3,54,4.98,47,3.25,100,0,0,12,7,0,0,1,0,1,1,0,4.62,1,
Gerry,Harris,"6'8""",270lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,1,0,1.08,1,
Gerald,Harris,"5'11""",185lbs.,"77""",Southpaw,Nov19 1979,1.41,29,1.58,62,2.96,54,72,0,19,4,0,2,1,1,0,3,0,60.8,5,
Phil,Harris,"5'4""",125lbs.,"64""",Orthodox,Sep04 1983,2.34,26,3.16,68,1.76,21,60,0,22,12,0 (2 NC),0,2,0,2,1,1,42.7,5,
Walt,Harris,"6'5""",250lbs.,"77""",Southpaw,Jun10 1983,2.96,38,2.68,61,0.35,33,76,0.2,13,7,0 (1 NC),2,0,3,0,8,1,85.53,14,
Dhafir,Harris,--,257lbs.,--,,Aug04 1977,0,0,0,0,0,0,0,0,2,0,0 (1 NC),0,0,0,0,0,0,0,0,
Trevor,Harris,"5'6""",145lbs.,--,,--,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,
Collin,Hart,"6'1""",185lbs.,"76""",Orthodox,Oct12 1989,6.33,44,7.53,51,2,16,50,0,4,2,1,0,1,0,1,0,0,15,1,
Dale,Hartt,"5'10""",155lbs.,"69""",Orthodox,Apr04 1979,1.14,35,1.55,66,1.22,100,25,2.5,6,3,0,1,2,0,1,1,2,12.27,3,
Luke,Hartwig,--,--,--,,--,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,1,
Clay,Harvison,"6'1""",170lbs.,"74""",,Sep25 1980,3.29,48,3.91,58,0.66,100,68,1.3,9,3,0,1,2,0,2,1,1,22.77,3,
Hidehiko,Hasegawa,"5'9""",170lbs.,--,,Jul13 1978,0,0,0,0,0,0,0,0,19,15,6,0,1,0,1,0,0,10,1,
Chris,Haseman,"5'11""",205lbs.,--,Orthodox,Jun02 1969,0.93,70,4.67,28,0,0,40,2,20,16,0,0,2,0,2,1,0,23.17,2,
Takayo,Hashi,"5'4""",135lbs.,--,Orthodox,Oct02 1977,2.84,26,6.56,61,0,0,0,0,13,4,1,0,1,0,1,0,0,25,1,
Tomohiko,Hashimoto,"6'0""",250lbs.,--,Orthodox,--,0,0,11.67,30,0,0,0,0,1,4,0,0,1,0,1,1,0,0.6,1,
Justin,Haskins,"5'10""",170lbs.,--,Orthodox,Aug30 1979,1.51,33,2.65,54,1.62,40,52,0.8,7,6,0,0,2,0,2,2,0,18.52,2,
Hayder,Hassan,"5'10""",170lbs.,"70""",,Oct20 1982,2.11,46,3.16,48,0,0,25,0,6,3,0,1,2,0,2,1,2,16.23,3,
Daiki,Hata,"5'6""",139lbs.,--,Orthodox,Aug24 1982,1.44,39,1.42,55,0.67,100,35,0.7,11,9,4,1,2,0,2,0,0,30,3,
John,Hathaway,"6'1""",170lbs.,"75""",Orthodox,Jul23 1987,3.4,40,1.8,62,2.61,43,60,0.9,17,2,0,2,1,0,1,2,0,120.63,9,
Phil,Hawes,"6'1""",185lbs.,"70""",Orthodox,Jan08 1989,2.32,41,4.77,48,2.05,14,0,0,4,1,0,0,0,0,0,0,0,0,0,
Justin,Hawes,"5'11""",205lbs.,--,,Jan13 1979,0,0,0,0,0,0,0,0,7,8,0,0,1,0,1,1,0,1.47,1,
Chris,Hawk,"6'1""",205lbs.,--,,--,0,0,0,0,0,0,0,0,4,8,0,0,1,0,1,1,0,0.78,1,
Del,Hawkins,"5'5""",135lbs.,--,Orthodox,--,1.15,27,2.01,46,0,0,0,0,22,15,0,0,1,0,1,0,1,6.95,1,
Tommy,Hayden,"5'9""",145lbs.,"72""",Southpaw,Mar11 1986,1.48,27,2.05,55,3.42,33,66,0,8,2,0,0,2,0,2,0,2,8.77,2,
Mike,Hayes,"6'4""",230lbs.,--,Orthodox,--,4.87,55,1.47,77,0,0,75,4,16,4,1,1,0,1,0,0,0,15,1,
Ryan,Hayes,--,--,--,,--,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,
Gerric,Hayes,"5'10""",--,--,,--,0,0,0,0,0,0,0,0,7,8,0,0,1,0,1,0,0,15,1,
Josh,Haynes,"5'9""",170lbs.,--,Orthodox,Jul30 1977,1.25,22,4.03,52,0.94,18,42,0,14,11,0,0,3,0,3,2,0,31.98,3,
Dustin,Hazelett,"6'1""",170lbs.,"76""",Orthodox,Apr29 1986,2.24,40,3.51,46,0.55,50,25,4.1,12,7,0,0,3,0,3,3,6,54.4,10,
James,Head,"6'1""",170lbs.,"73""",Orthodox,Feb09 1984,2.75,48,3.11,49,0.41,100,66,0.8,9,4,0,1,2,0,2,1,3,36.7,5,
Pat,Healy,"6'0""",155lbs.,"74""",Orthodox,Jul20 1983,2.57,36,2.57,50,3.08,37,55,1.1,31,19,0 (1 NC),0,3,0,4,1,4,214.5,16,
